"","study ID","first author","study design","publication date","primary series vaccine","historyofCOVID","dose_number","dose","timing_of_dose_days","outcome_detail","outcome_category","country","population_detail","population_category","VE","LCL","UCL","variant_sequenced","variant_context","max duration follow-up","dose interval","notes","n_row","country_clean","iso3c","Study_id_f","Country.Code","GNI_per_c_WB","year_GNI","Economy","Region","Income group","q_GNI_per_c_WB","continent","owid_vac_intro","owid_vac_F40","owid_vac_F70","who_vac_intro","min_vac_intro","diff_owid_who_intro","diff_intro_F40","diff_intro_F70","V1_date_group","V40_date_group","V40_group","V1_dummy","V40_dummy","V70_dummy","publication_date","outcome_final","semester","clean_vaccine","vac_type","variant_clean","include_population","inclusion_notes","clean_vaccine_dose","max_follow_up_days","n_estimates"
"87",95,"Andrews","Test-negative case-control","12Jan2022","AZD1222 (AstraZeneca)","excluded","2","final","14-69","hospitalization","severe","UK",">= 16 years","general pop",95.2,94.6,95.6,"delta","delta","~8 weeks",NA,NA,662,"UK","GBR",95,"GBR",43240,2019,"United Kingdom","Europe & Central Asia","High income",4,"Europe",2021-01-10,2021-06-04,2021-12-23,2020-12-21,2020-12-21,20,165,367,"before jan/2021","Jun-Aug/2021","<180","yes","yes","yes",2022-01-12,"severe","2022 (Jan-Jun)","Oxford/AstraZeneca ChAdOx1-S","Vectored","delta","yes",NA,"Oxford/AstraZeneca ChAdOx1-S x 2",56,3
"88",95,"Andrews","Test-negative case-control","12Jan2022","AZD1222 (AstraZeneca)","excluded","2","final","140+","hospitalization","severe","UK",">= 16 years","general pop",77,70.3,82.3,"delta","delta","~20.5 weeks",NA,NA,663,"UK","GBR",95,"GBR",43240,2019,"United Kingdom","Europe & Central Asia","High income",4,"Europe",2021-01-10,2021-06-04,2021-12-23,2020-12-21,2020-12-21,20,165,367,"before jan/2021","Jun-Aug/2021","<180","yes","yes","yes",2022-01-12,"severe","2022 (Jan-Jun)","Oxford/AstraZeneca ChAdOx1-S","Vectored","delta","yes",NA,"Oxford/AstraZeneca ChAdOx1-S x 2",143.5,3
"89",114,"Skowronski","Test-negative case-control","19Apr2022","AZD1222 (AstraZeneca)","excluded","2","final","14+","Hospitalization","severe","Canada",">= 18 years","general pop",95,93,97,"delta","delta","~38 weeks",NA,NA,946,"Canada","CAN",114,"CAN",46580,2019,"Canada","North America","High income",4,"North America",2020-12-16,2021-07-09,2021-09-28,2020-12-14,2020-12-14,2,207,288,"before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2022-04-19,"severe","2022 (Jan-Jun)","Oxford/AstraZeneca ChAdOx1-S","Vectored","delta","yes",NA,"Oxford/AstraZeneca ChAdOx1-S x 2",266,3
"90",114,"Skowronski","Test-negative case-control","19Apr2022","AZD1222 (AstraZeneca)","excluded","2","final","28-55","Hospitalization","severe","Canada",">= 18 years","general pop",89,67,97,"delta","delta","~38 weeks",NA,NA,947,"Canada","CAN",114,"CAN",46580,2019,"Canada","North America","High income",4,"North America",2020-12-16,2021-07-09,2021-09-28,2020-12-14,2020-12-14,2,207,288,"before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2022-04-19,"severe","2022 (Jan-Jun)","Oxford/AstraZeneca ChAdOx1-S","Vectored","delta","yes",NA,"Oxford/AstraZeneca ChAdOx1-S x 2",266,3
"91",114,"Skowronski","Test-negative case-control","19Apr2022","AZD1222 (AstraZeneca)","excluded","2","final","168-195","Hospitalization","severe","Canada",">= 18 years","general pop",91,34,99,"delta","delta","~38 weeks",NA,NA,948,"Canada","CAN",114,"CAN",46580,2019,"Canada","North America","High income",4,"North America",2020-12-16,2021-07-09,2021-09-28,2020-12-14,2020-12-14,2,207,288,"before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2022-04-19,"severe","2022 (Jan-Jun)","Oxford/AstraZeneca ChAdOx1-S","Vectored","delta","yes",NA,"Oxford/AstraZeneca ChAdOx1-S x 2",266,3
"92",146,"Katikireddi","Retrospective cohort","20Dec2021","AZD1222 (AstraZeneca)","excluded","2","final","14-27","severe disease","severe","Scotland",">= 18 years","general pop",83.7,79.7,87,NA,"delta","~20 weeks",NA,NA,1281,"UK","GBR",146,"GBR",43240,2019,"United Kingdom","Europe & Central Asia","High income",4,"Europe",2021-01-10,2021-06-04,2021-12-23,2020-12-21,2020-12-21,20,165,367,"before jan/2021","Jun-Aug/2021","<180","yes","yes","yes",2021-12-20,"severe","2021 (Jul-Dec)","Oxford/AstraZeneca ChAdOx1-S","Vectored","delta","yes",NA,"Oxford/AstraZeneca ChAdOx1-S x 2",140,2
"93",146,"Katikireddi","Retrospective cohort","20Dec2021","AZD1222 (AstraZeneca)","excluded","2","final","140-153","severe disease","severe","Scotland",">= 18 years","general pop",53.6,48.4,58.3,NA,"delta","~20 weeks",NA,NA,1282,"UK","GBR",146,"GBR",43240,2019,"United Kingdom","Europe & Central Asia","High income",4,"Europe",2021-01-10,2021-06-04,2021-12-23,2020-12-21,2020-12-21,20,165,367,"before jan/2021","Jun-Aug/2021","<180","yes","yes","yes",2021-12-20,"severe","2021 (Jul-Dec)","Oxford/AstraZeneca ChAdOx1-S","Vectored","delta","yes",NA,"Oxford/AstraZeneca ChAdOx1-S x 2",140,2
"94",174,"Lytras","Retrospective cohort","14Jun2022","AZD1222 (AstraZeneca)","included","2","final","14+","intubation","severe","Greece","15-59 years","15-59 years",97.8,95.3,99,NA,"delta","~48 weeks",NA,NA,1456,"Greece","GRC",174,"GRC",19690,2019,"Greece","Europe & Central Asia","High income",3,"Europe",2020-12-29,2021-07-09,2022-01-24,2020-12-23,2020-12-23,6,198,397,"before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2022-06-14,"severe","2022 (Jan-Jun)","Oxford/AstraZeneca ChAdOx1-S","Vectored","delta","yes",NA,"Oxford/AstraZeneca ChAdOx1-S x 2",336,6
"95",174,"Lytras","Retrospective cohort","14Jun2022","AZD1222 (AstraZeneca)","included","2","final","6 months","intubation","severe","Greece","15-59 years","15-59 years",92.4,84,96.4,NA,"delta","~48 weeks",NA,NA,1457,"Greece","GRC",174,"GRC",19690,2019,"Greece","Europe & Central Asia","High income",3,"Europe",2020-12-29,2021-07-09,2022-01-24,2020-12-23,2020-12-23,6,198,397,"before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2022-06-14,"severe","2022 (Jan-Jun)","Oxford/AstraZeneca ChAdOx1-S","Vectored","delta","yes",NA,"Oxford/AstraZeneca ChAdOx1-S x 2",336,6
"96",174,"Lytras","Retrospective cohort","14Jun2022","AZD1222 (AstraZeneca)","included","2","final","14+","intubation","severe","Greece","60-79 years","60-79 years",97.2,95.3,98.3,NA,"delta","~48 weeks",NA,NA,1458,"Greece","GRC",174,"GRC",19690,2019,"Greece","Europe & Central Asia","High income",3,"Europe",2020-12-29,2021-07-09,2022-01-24,2020-12-23,2020-12-23,6,198,397,"before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2022-06-14,"severe","2022 (Jan-Jun)","Oxford/AstraZeneca ChAdOx1-S","Vectored","delta","yes",NA,"Oxford/AstraZeneca ChAdOx1-S x 2",336,6
"97",174,"Lytras","Retrospective cohort","14Jun2022","AZD1222 (AstraZeneca)","included","2","final","6 months","intubation","severe","Greece","60-79 years","60-79 years",90.3,87.4,92.5,NA,"delta","~48 weeks",NA,NA,1459,"Greece","GRC",174,"GRC",19690,2019,"Greece","Europe & Central Asia","High income",3,"Europe",2020-12-29,2021-07-09,2022-01-24,2020-12-23,2020-12-23,6,198,397,"before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2022-06-14,"severe","2022 (Jan-Jun)","Oxford/AstraZeneca ChAdOx1-S","Vectored","delta","yes",NA,"Oxford/AstraZeneca ChAdOx1-S x 2",336,6
"98",174,"Lytras","Retrospective cohort","14Jun2022","AZD1222 (AstraZeneca)","included","2","final","14+","intubation","severe","Greece",">= 80 years",">= 80 years",97.8,91.7,99.4,NA,"delta","~48 weeks",NA,NA,1460,"Greece","GRC",174,"GRC",19690,2019,"Greece","Europe & Central Asia","High income",3,"Europe",2020-12-29,2021-07-09,2022-01-24,2020-12-23,2020-12-23,6,198,397,"before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2022-06-14,"severe","2022 (Jan-Jun)","Oxford/AstraZeneca ChAdOx1-S","Vectored","delta","yes",NA,"Oxford/AstraZeneca ChAdOx1-S x 2",336,6
"99",174,"Lytras","Retrospective cohort","14Jun2022","AZD1222 (AstraZeneca)","included","2","final","6 months","intubation","severe","Greece",">= 80 years",">= 80 years",92.4,72.7,97.9,NA,"delta","~48 weeks",NA,NA,1461,"Greece","GRC",174,"GRC",19690,2019,"Greece","Europe & Central Asia","High income",3,"Europe",2020-12-29,2021-07-09,2022-01-24,2020-12-23,2020-12-23,6,198,397,"before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2022-06-14,"severe","2022 (Jan-Jun)","Oxford/AstraZeneca ChAdOx1-S","Vectored","delta","yes",NA,"Oxford/AstraZeneca ChAdOx1-S x 2",336,6
"100",194,"Smid","Retrospective cohort","15Oct2022","AZD1222 (AstraZeneca)","included","2","final","75-135","hospitalization","severe","Czech Republic","all ages","general pop",80,62,89,NA,"delta","~54 weeks",NA,NA,1659,"Czech Republic","CZE",194,"CZE",22100,2019,"Czechia","Europe & Central Asia","High income",3,"Europe",2020-12-27,2021-07-16,NA,2020-12-23,2020-12-23,4,205,NA,"before jan/2021","Jun-Aug/2021","180-269","yes","yes","no",2022-10-15,"severe","2022 (Jul-Dec)","Oxford/AstraZeneca ChAdOx1-S","Vectored","delta","yes",NA,"Oxford/AstraZeneca ChAdOx1-S x 2",378,2
"101",194,"Smid","Retrospective cohort","15Oct2022","AZD1222 (AstraZeneca)","included","2","final","135+","hospitalization","severe","Czech Republic","all ages","general pop",68,64,71,NA,"delta","~54 weeks",NA,NA,1660,"Czech Republic","CZE",194,"CZE",22100,2019,"Czechia","Europe & Central Asia","High income",3,"Europe",2020-12-27,2021-07-16,NA,2020-12-23,2020-12-23,4,205,NA,"before jan/2021","Jun-Aug/2021","180-269","yes","yes","no",2022-10-15,"severe","2022 (Jul-Dec)","Oxford/AstraZeneca ChAdOx1-S","Vectored","delta","yes",NA,"Oxford/AstraZeneca ChAdOx1-S x 2",378,2
"102",203,"Baum","Retrospective cohort","05Nov2022","AZD1222 (AstraZeneca)","excluded","2","final","91-180","hospitalization","severe","Finland",">= 70 years",">= 70 years",79,67,87,NA,"delta","~48.5 weeks",NA,NA,1780,"Finland","FIN",203,"FIN",49950,2019,"Finland","Europe & Central Asia","High income",4,"Europe",2021-01-17,2021-08-15,2021-10-31,2020-12-23,2020-12-23,25,235,312,"before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2022-11-05,"severe","2022 (Jul-Dec)","Oxford/AstraZeneca ChAdOx1-S","Vectored","delta","yes",NA,"Oxford/AstraZeneca ChAdOx1-S x 2",339.5,2
"103",203,"Baum","Retrospective cohort","05Nov2022","AZD1222 (AstraZeneca)","excluded","2","final","181+","hospitalization","severe","Finland",">= 70 years",">= 70 years",23,-76,67,NA,"delta","~48.5 weeks",NA,NA,1781,"Finland","FIN",203,"FIN",49950,2019,"Finland","Europe & Central Asia","High income",4,"Europe",2021-01-17,2021-08-15,2021-10-31,2020-12-23,2020-12-23,25,235,312,"before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2022-11-05,"severe","2022 (Jul-Dec)","Oxford/AstraZeneca ChAdOx1-S","Vectored","delta","yes",NA,"Oxford/AstraZeneca ChAdOx1-S x 2",339.5,2
"104",235,"Voko","Retrospective cohort","22Jul2022","AZD1222 (AstraZeneca)","included","2","final","14-120","hospitalization","severe","Hungary","18-64 years","18-64 years",76.2,70.6,80.7,NA,"delta","~47 weeks",NA,NA,2049,"Hungary","HUN",235,"HUN",16570,2019,"Hungary","Europe & Central Asia","High income",3,"Europe",2020-12-28,2021-06-05,NA,2020-12-23,2020-12-23,5,164,NA,"before jan/2021","Jun-Aug/2021","<180","yes","yes","no",2022-07-22,"severe","2022 (Jul-Dec)","Oxford/AstraZeneca ChAdOx1-S","Vectored","delta","yes",NA,"Oxford/AstraZeneca ChAdOx1-S x 2",329,2
"105",235,"Voko","Retrospective cohort","22Jul2022","AZD1222 (AstraZeneca)","included","2","final","240+","hospitalization","severe","Hungary","18-64 years","18-64 years",48.8,38.2,57.6,NA,"delta","~47 weeks",NA,NA,2050,"Hungary","HUN",235,"HUN",16570,2019,"Hungary","Europe & Central Asia","High income",3,"Europe",2020-12-28,2021-06-05,NA,2020-12-23,2020-12-23,5,164,NA,"before jan/2021","Jun-Aug/2021","<180","yes","yes","no",2022-07-22,"severe","2022 (Jul-Dec)","Oxford/AstraZeneca ChAdOx1-S","Vectored","delta","yes",NA,"Oxford/AstraZeneca ChAdOx1-S x 2",329,2
"106",247,"Kirsebom","Test-negative case-control","12Dec2022","AZD1222 (AstraZeneca)","included","2","final","175+","hospitalization","severe","UK",">= 65 years",">= 65 years",73.4,70.4,76.2,"delta","delta","~44.5 weeks",NA,NA,2186,"UK","GBR",247,"GBR",43240,2019,"United Kingdom","Europe & Central Asia","High income",4,"Europe",2021-01-10,2021-06-04,2021-12-23,2020-12-21,2020-12-21,20,165,367,"before jan/2021","Jun-Aug/2021","<180","yes","yes","yes",2022-12-12,"severe","2022 (Jul-Dec)","Oxford/AstraZeneca ChAdOx1-S","Vectored","delta","yes",NA,"Oxford/AstraZeneca ChAdOx1-S x 2",311.5,1
"107",259,"Tsundue","Prospective cohort","24May2022","AZD1222 (Covishield)","included","2","final","14+","shortness of breath/use of supplemental oxygen, hospitalization or death","severe","India","residents of congregate living facilities","general pop",99,90,99.8,NA,"delta","13 weeks",NA,NA,2272,"India","IND",259,"IND",2070,2019,"India","South Asia","Lower middle income",1,"Asia",2021-01-16,2021-12-24,NA,2021-01-16,2021-01-16,0,342,NA,"jan/2021","Dec/2021 +","270-359","yes","yes","no",2022-05-24,"severe","2022 (Jan-Jun)","Oxford/AstraZeneca ChAdOx1-S","Vectored","delta","yes",NA,"Oxford/AstraZeneca ChAdOx1-S x 2",91,1
"108",310,"Penayo","Test-negative case-control","01Jun2022","AZD1222 (AstraZeneca)","included","2","final","14+","hospitalization with SARI","severe","Paraguay",">=18 years","general pop",83,66.3,91.5,NA,"delta","~33 weeks",NA,NA,2614,"Paraguay","PRY",310,"PRY",5950,2019,"Paraguay","Latin America & Caribbean","Upper middle income",2,"South America",2021-02-23,2021-12-10,NA,2021-02-22,2021-02-22,1,291,NA,"feb/2021","Dec/2021 +","270-359","yes","yes","no",2022-06-01,"severe","2022 (Jan-Jun)","Oxford/AstraZeneca ChAdOx1-S","Vectored","delta","yes",NA,"Oxford/AstraZeneca ChAdOx1-S x 2",231,1
"109",311,"Monge","Case cohort","02Sept2022","AZD1222 (AstraZeneca)","included","2","final","14+","hospitalization","severe","Spain","50-59 years","50-59 years",96,93,98,NA,"delta","~21 weeks",NA,NA,2636,"Spain","ESP",311,"ESP",30370,2019,"Spain","Europe & Central Asia","High income",4,"Europe",2021-01-04,2021-07-04,2021-08-31,2020-12-30,2020-12-30,5,186,244,"before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2022-09-02,"severe","2022 (Jul-Dec)","Oxford/AstraZeneca ChAdOx1-S","Vectored","delta","yes",NA,"Oxford/AstraZeneca ChAdOx1-S x 2",147,1
"110",345,"Clemens","Test-negative case-control","13Oct2022","AZD1222 (AstraZeneca)","included","2","final","14+","severe disease","severe","Brazil","18-60 years","18-60 years",100,44.3,100,NA,"delta","~12.5 weeks",NA,NA,2927,"Brazil","BRA",345,"BRA",9410,2019,"Brazil","Latin America & Caribbean","Upper middle income",3,"South America",2021-01-19,2021-09-24,2022-02-05,2021-01-17,2021-01-17,2,250,384,"jan/2021","Sep-Nov/2021","180-269","yes","yes","yes",2022-10-13,"severe","2022 (Jul-Dec)","Oxford/AstraZeneca ChAdOx1-S","Vectored","delta","yes",NA,"Oxford/AstraZeneca ChAdOx1-S x 2",87.5,1
"111",366,"Battacharya","Test-negative case-control","06Jan2023","AZD1222 (Covishield)","included","2","final","7+","hospitalization with symptoms of pulmonary disease","severe","India",">=18 years","general pop",79,53.1,81,NA,"delta","~22 weeks",NA,NA,3164,"India","IND",366,"IND",2070,2019,"India","South Asia","Lower middle income",1,"Asia",2021-01-16,2021-12-24,NA,2021-01-16,2021-01-16,0,342,NA,"jan/2021","Dec/2021 +","270-359","yes","yes","no",2023-01-06,"severe","2023 (Jan-Jun)","Oxford/AstraZeneca ChAdOx1-S","Vectored","delta","yes",NA,"Oxford/AstraZeneca ChAdOx1-S x 2",154,1
"112",418,"Paternina-Caicedo","Test-negative case-control","09Sep2023","AZD1222 (AstraZeneca)","excluded","2","final","14+","hospitalization","severe","Colombia",">=5 years","general pop",71,27,89,NA,"delta","~32 weeks",NA,NA,3537,"Colombia","COL",418,"COL",6630,2019,"Colombia","Latin America & Caribbean","Upper middle income",3,"South America",2021-02-18,2021-10-26,2022-07-29,2021-02-17,2021-02-17,1,251,527,"feb/2021","Sep-Nov/2021","180-269","yes","yes","no",2023-09-09,"severe","2023 (Jul-Dec)","Oxford/AstraZeneca ChAdOx1-S","Vectored","delta","yes",NA,"Oxford/AstraZeneca ChAdOx1-S x 2",224,1
"113",420,"Irala","Test-negative case-control","15Sep2023","AZD1222 (AstraZeneca)","included","2","final","14+","hospitalization due to SARI","severe","Paraguay",">=5 years","general pop",83.2,67.8,91.9,NA,"delta","~37 weeks",NA,NA,3568,"Paraguay","PRY",420,"PRY",5950,2019,"Paraguay","Latin America & Caribbean","Upper middle income",2,"South America",2021-02-23,2021-12-10,NA,2021-02-22,2021-02-22,1,291,NA,"feb/2021","Dec/2021 +","270-359","yes","yes","no",2023-09-15,"severe","2023 (Jul-Dec)","Oxford/AstraZeneca ChAdOx1-S","Vectored","delta","yes",NA,"Oxford/AstraZeneca ChAdOx1-S x 2",259,1
"114",426,"Hernandez-Avila","Test-negative case-control","19Oct2023","AZD1222 (AstraZeneca)","excluded","2","final","<91","hospitalization with ARI","severe","Mexico",">=65 years",">=65 years",81.1,78.4,83.5,NA,"delta","~33 weeks",NA,NA,3596,"Mexico","MEX",426,"MEX",9860,2019,"Mexico","Latin America & Caribbean","Upper middle income",3,"North America",2020-12-27,2021-10-18,NA,2020-12-24,2020-12-24,3,298,NA,"before jan/2021","Sep-Nov/2021","270-359","yes","yes","no",2023-10-19,"severe","2023 (Jul-Dec)","Oxford/AstraZeneca ChAdOx1-S","Vectored","delta","yes",NA,"Oxford/AstraZeneca ChAdOx1-S x 2",231,4
"115",426,"Hernandez-Avila","Test-negative case-control","19Oct2023","AZD1222 (AstraZeneca)","excluded","2","final","141+","hospitalization with ARI","severe","Mexico",">=65 years",">=65 years",70.5,64.2,75.8,NA,"delta","~33 weeks",NA,NA,3597,"Mexico","MEX",426,"MEX",9860,2019,"Mexico","Latin America & Caribbean","Upper middle income",3,"North America",2020-12-27,2021-10-18,NA,2020-12-24,2020-12-24,3,298,NA,"before jan/2021","Sep-Nov/2021","270-359","yes","yes","no",2023-10-19,"severe","2023 (Jul-Dec)","Oxford/AstraZeneca ChAdOx1-S","Vectored","delta","yes",NA,"Oxford/AstraZeneca ChAdOx1-S x 2",231,4
"116",426,"Hernandez-Avila","Test-negative case-control","19Oct2023","AZD1222 (AstraZeneca)","excluded","2","final","<91","severe disease","severe","Mexico",">=65 years",">=65 years",85.3,82.8,87.5,NA,"delta","~33 weeks",NA,NA,3598,"Mexico","MEX",426,"MEX",9860,2019,"Mexico","Latin America & Caribbean","Upper middle income",3,"North America",2020-12-27,2021-10-18,NA,2020-12-24,2020-12-24,3,298,NA,"before jan/2021","Sep-Nov/2021","270-359","yes","yes","no",2023-10-19,"severe","2023 (Jul-Dec)","Oxford/AstraZeneca ChAdOx1-S","Vectored","delta","yes",NA,"Oxford/AstraZeneca ChAdOx1-S x 2",231,4
"117",426,"Hernandez-Avila","Test-negative case-control","19Oct2023","AZD1222 (AstraZeneca)","excluded","2","final","141+","severe disease","severe","Mexico",">=65 years",">=65 years",73.5,66.5,79.1,NA,"delta","~33 weeks",NA,NA,3599,"Mexico","MEX",426,"MEX",9860,2019,"Mexico","Latin America & Caribbean","Upper middle income",3,"North America",2020-12-27,2021-10-18,NA,2020-12-24,2020-12-24,3,298,NA,"before jan/2021","Sep-Nov/2021","270-359","yes","yes","no",2023-10-19,"severe","2023 (Jul-Dec)","Oxford/AstraZeneca ChAdOx1-S","Vectored","delta","yes",NA,"Oxford/AstraZeneca ChAdOx1-S x 2",231,4
"118",151,"Collie","Test-negative case-control","29Dec2021","BNT162b2 (Pfizer BioNTech)","included","2","final","14+","Hospitalization","severe","South Africa",">= 18 years","general pop",70,62,76,NA,"omicron","~24 weeks",NA,NA,1295,"South Africa","ZAF",151,"ZAF",6570,2019,"South Africa","Sub-Saharan Africa","Upper middle income",3,"Africa",2021-02-19,NA,NA,2021-02-17,2021-02-17,2,NA,NA,"feb/2021","not reached","not reached","yes","no","no",2021-12-29,"severe","2021 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","omicron","yes",NA,"BioNTech/Pfizer BNT162b2 x 2",168,1
"119",165,"Tartof","Test-negative case-control","22Apr2022","BNT162b2 (Pfizer BioNTech)","excluded","2","final","7+","hospitalization","severe","USA","hospital admissions","general pop",62,53,69,"omicron","omicron","~47 weeks",NA,NA,1390,"USA","USA",165,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"before jan/2021","before Jun/2021","<180","yes","yes","no",2022-04-22,"severe","2022 (Jan-Jun)","BioNTech/Pfizer BNT162b2","mRNA","omicron","yes",NA,"BioNTech/Pfizer BNT162b2 x 2",329,3
"120",165,"Tartof","Test-negative case-control","22Apr2022","BNT162b2 (Pfizer BioNTech)","excluded","2","final","7 to <3 months","hospitalization","severe","USA","hospital admissions","general pop",68,48,80,"omicron","omicron","~47 weeks",NA,NA,1391,"USA","USA",165,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"before jan/2021","before Jun/2021","<180","yes","yes","no",2022-04-22,"severe","2022 (Jan-Jun)","BioNTech/Pfizer BNT162b2","mRNA","omicron","yes",NA,"BioNTech/Pfizer BNT162b2 x 2",329,3
"121",165,"Tartof","Test-negative case-control","22Apr2022","BNT162b2 (Pfizer BioNTech)","excluded","2","final",">=9 months","Hospitalization","severe","USA","hospital admissions","general pop",41,21,55,"omicron","omicron","~47 weeks",NA,NA,1392,"USA","USA",165,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"before jan/2021","before Jun/2021","<180","yes","yes","no",2022-04-22,"severe","2022 (Jan-Jun)","BioNTech/Pfizer BNT162b2","mRNA","omicron","yes",NA,"BioNTech/Pfizer BNT162b2 x 2",329,3
"122",179,"Chemaitelly","Test-negative case-control","02Jun2022","BNT162b2 (Pfizer BioNTech)","included","2","final","1-6 months","severe, critical or fatal disease","severe","Qatar",">= 18 years","general pop",70.4,45,85,"omicron","omicron","~58 weeks",NA,NA,1535,"Qatar","QAT",179,"QAT",65700,2019,"Qatar","Middle East & North Africa","High income",4,"Asia",2021-01-28,2021-05-31,2021-08-16,NA,2021-01-28,NA,123,200,"jan/2021","before Jun/2021","<180","yes","yes","yes",2022-06-02,"severe","2022 (Jan-Jun)","BioNTech/Pfizer BNT162b2","mRNA","omicron","yes",NA,"BioNTech/Pfizer BNT162b2 x 2",406,2
"123",179,"Chemaitelly","Test-negative case-control","02Jun2022","BNT162b2 (Pfizer BioNTech)","included","2","final",">=7 months","severe, critical or fatal disease","severe","Qatar",">= 18 years","general pop",77.5,67.8,84.3,"omicron","omicron","~58 weeks",NA,NA,1536,"Qatar","QAT",179,"QAT",65700,2019,"Qatar","Middle East & North Africa","High income",4,"Asia",2021-01-28,2021-05-31,2021-08-16,NA,2021-01-28,NA,123,200,"jan/2021","before Jun/2021","<180","yes","yes","yes",2022-06-02,"severe","2022 (Jan-Jun)","BioNTech/Pfizer BNT162b2","mRNA","omicron","yes",NA,"BioNTech/Pfizer BNT162b2 x 2",406,2
"124",194,"Smid","Retrospective cohort","15Oct2022","BNT162b2 (Pfizer BioNTech)","included","2","final","14-74","hospitalization","severe","Czech Republic","all ages","general pop",46,28,60,NA,"omicron","~54 weeks",NA,NA,1622,"Czech Republic","CZE",194,"CZE",22100,2019,"Czechia","Europe & Central Asia","High income",3,"Europe",2020-12-27,2021-07-16,NA,2020-12-23,2020-12-23,4,205,NA,"before jan/2021","Jun-Aug/2021","180-269","yes","yes","no",2022-10-15,"severe","2022 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","omicron","yes",NA,"BioNTech/Pfizer BNT162b2 x 2",378,2
"125",194,"Smid","Retrospective cohort","15Oct2022","BNT162b2 (Pfizer BioNTech)","included","2","final","135+","hospitalization","severe","Czech Republic","all ages","general pop",34,24,42,NA,"omicron","~54 weeks",NA,NA,1624,"Czech Republic","CZE",194,"CZE",22100,2019,"Czechia","Europe & Central Asia","High income",3,"Europe",2020-12-27,2021-07-16,NA,2020-12-23,2020-12-23,4,205,NA,"before jan/2021","Jun-Aug/2021","180-269","yes","yes","no",2022-10-15,"severe","2022 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","omicron","yes",NA,"BioNTech/Pfizer BNT162b2 x 2",378,2
"126",203,"Baum","Retrospective cohort","05Nov2022","BNT162b2 (Pfizer BioNTech)","excluded","2","final","14-90","hospitalization","severe","Finland",">= 70 years",">= 70 years",91,83,95,NA,"omicron","~56 weeks",NA,NA,1784,"Finland","FIN",203,"FIN",49950,2019,"Finland","Europe & Central Asia","High income",4,"Europe",2021-01-17,2021-08-15,2021-10-31,2020-12-23,2020-12-23,25,235,312,"before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2022-11-05,"severe","2022 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","omicron","yes",NA,"BioNTech/Pfizer BNT162b2 x 2",392,2
"127",203,"Baum","Retrospective cohort","05Nov2022","BNT162b2 (Pfizer BioNTech)","excluded","2","final","181+","hospitalization","severe","Finland",">= 70 years",">= 70 years",58,48,66,NA,"omicron","~56 weeks",NA,NA,1785,"Finland","FIN",203,"FIN",49950,2019,"Finland","Europe & Central Asia","High income",4,"Europe",2021-01-17,2021-08-15,2021-10-31,2020-12-23,2020-12-23,25,235,312,"before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2022-11-05,"severe","2022 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","omicron","yes",NA,"BioNTech/Pfizer BNT162b2 x 2",392,2
"128",207,"Altarawneh","Test-negative case-control","15Jun2022","BNT162b2 (Pfizer BioNTech)","excluded","2","final","14+","hospitalization or death","severe","Qatar",">= 18 years","general pop",96.8,71.1,99.6,"omicron BA.1","omicron BA.1","44 weeks",NA,NA,1814,"Qatar","QAT",207,"QAT",65700,2019,"Qatar","Middle East & North Africa","High income",4,"Asia",2021-01-28,2021-05-31,2021-08-16,NA,2021-01-28,NA,123,200,"jan/2021","before Jun/2021","<180","yes","yes","yes",2022-06-15,"severe","2022 (Jan-Jun)","BioNTech/Pfizer BNT162b2","mRNA","omicron","yes",NA,"BioNTech/Pfizer BNT162b2 x 2",308,3
