"","Study_id_f","first author","publication_date","semester","study design","population_category","historyofCOVID","country_clean","Country.Code","continent","Income group","GNI_per_c_WB","year_GNI","variant_clean","clean_vaccine","vac_type","dose_number","timing_of_dose_days","outcome_final","min_period_days","max_period_days","min_vac_intro","owid_vac_F40","owid_vac_F70","VE","LCL","UCL","include","justification","sensitivity","VE1","LCL.1","UCL.1","RR","RR.LCL","RR.UCL","ln.RR","SE.ln.RR"
"414",218,"Starrfelt",2022-03-30,"2022 (Jan-Jun)","Retrospective cohort","general pop","excluded","Norway","NOR","Europe","High income",82430,2019,"delta","BioNTech/Pfizer BNT162b2","mRNA","2",">33 weeks","severe",NA,NA,2020-12-23,2021-08-12,2021-11-18,63.9,54.3,71.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415",218,"Starrfelt",2022-03-30,"2022 (Jan-Jun)","Retrospective cohort","general pop","excluded","Norway","NOR","Europe","High income",82430,2019,"delta","Moderna mRNA-1273","mRNA","1","21+","infection",NA,NA,2020-12-23,2021-08-12,2021-11-18,38.1,34.7,41.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416",218,"Starrfelt",2022-03-30,"2022 (Jan-Jun)","Retrospective cohort","general pop","excluded","Norway","NOR","Europe","High income",82430,2019,"delta","Moderna mRNA-1273","mRNA","2","2-9 weeks","infection",NA,NA,2020-12-23,2021-08-12,2021-11-18,86.6,85.6,87.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417",218,"Starrfelt",2022-03-30,"2022 (Jan-Jun)","Retrospective cohort","general pop","excluded","Norway","NOR","Europe","High income",82430,2019,"delta","Moderna mRNA-1273","mRNA","2",">33 weeks","infection",NA,NA,2020-12-23,2021-08-12,2021-11-18,28.6,9.6,43.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418",218,"Starrfelt",2022-03-30,"2022 (Jan-Jun)","Retrospective cohort","general pop","excluded","Norway","NOR","Europe","High income",82430,2019,"delta","Moderna mRNA-1273","mRNA","1","21+","severe",NA,NA,2020-12-23,2021-08-12,2021-11-18,77.1,58.9,87.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419",218,"Starrfelt",2022-03-30,"2022 (Jan-Jun)","Retrospective cohort","general pop","excluded","Norway","NOR","Europe","High income",82430,2019,"delta","Moderna mRNA-1273","mRNA","2","18-25 weeks","severe",NA,NA,2020-12-23,2021-08-12,2021-11-18,95.3,91.5,97.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420",218,"Starrfelt",2022-03-30,"2022 (Jan-Jun)","Retrospective cohort","general pop","excluded","Norway","NOR","Europe","High income",82430,2019,"delta","Moderna mRNA-1273","mRNA","2","26-33 weeks","severe",NA,NA,2020-12-23,2021-08-12,2021-11-18,91.1,84.9,94.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421",218,"Starrfelt",2022-03-30,"2022 (Jan-Jun)","Retrospective cohort","general pop","excluded","Norway","NOR","Europe","High income",82430,2019,"delta","Multiple or heterologous RNA","mRNA","2","2-9 weeks","infection",NA,NA,2020-12-23,2021-08-12,2021-11-18,84.1,83.2,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422",218,"Starrfelt",2022-03-30,"2022 (Jan-Jun)","Retrospective cohort","general pop","excluded","Norway","NOR","Europe","High income",82430,2019,"delta","Multiple or heterologous RNA","mRNA","2","18-25 weeks","infection",NA,NA,2020-12-23,2021-08-12,2021-11-18,40.7,23.9,53.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423",230,"Plumb",2022-04-12,"2022 (Jan-Jun)","Test-negative case-control","general pop","included","USA","USA","North America","High income",66220,2019,"omicron","Multiple or heterologous RNA","mRNA","1","14+","severe",NA,NA,2020-12-13,2021-05-14,NA,33,15,47.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"424",230,"Plumb",2022-04-12,"2022 (Jan-Jun)","Test-negative case-control","general pop","included","USA","USA","North America","High income",66220,2019,"omicron","BioNTech/Pfizer BNT162b2","mRNA","2","14+","severe",NA,NA,2020-12-13,2021-05-14,NA,37.3,25.8,46.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425",230,"Plumb",2022-04-12,"2022 (Jan-Jun)","Test-negative case-control","general pop","included","USA","USA","North America","High income",66220,2019,"omicron","Moderna mRNA-1273","mRNA","2","14+","severe",NA,NA,2020-12-13,2021-05-14,NA,35.9,21.7,47.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"426",230,"Plumb",2022-04-12,"2022 (Jan-Jun)","Test-negative case-control","general pop","included","USA","USA","North America","High income",66220,2019,"delta","Multiple or heterologous RNA","mRNA","1","14+","severe",NA,NA,2020-12-13,2021-05-14,NA,58.8,41.3,71.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427",230,"Plumb",2022-04-12,"2022 (Jan-Jun)","Test-negative case-control","general pop","included","USA","USA","North America","High income",66220,2019,"delta","BioNTech/Pfizer BNT162b2","mRNA","2","14+","severe",NA,NA,2020-12-13,2021-05-14,NA,50,39,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428",230,"Plumb",2022-04-12,"2022 (Jan-Jun)","Test-negative case-control","general pop","included","USA","USA","North America","High income",66220,2019,"delta","Moderna mRNA-1273","mRNA","2","14+","severe",NA,NA,2020-12-13,2021-05-14,NA,44,29.9,55.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429",235,"Voko",2022-07-22,"2022 (Jul-Dec)","Retrospective cohort","18-64 years","included","Hungary","HUN","Europe","High income",16570,2019,"delta","BioNTech/Pfizer BNT162b2","mRNA","2","14-120","infection",NA,NA,2020-12-23,2021-06-05,NA,70.3,69.2,71.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430",235,"Voko",2022-07-22,"2022 (Jul-Dec)","Retrospective cohort","18-64 years","included","Hungary","HUN","Europe","High income",16570,2019,"delta","BioNTech/Pfizer BNT162b2","mRNA","2","240+","infection",NA,NA,2020-12-23,2021-06-05,NA,0.6,-2.3,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431",235,"Voko",2022-07-22,"2022 (Jul-Dec)","Retrospective cohort","18-64 years","included","Hungary","HUN","Europe","High income",16570,2019,"delta","BioNTech/Pfizer BNT162b2","mRNA","2","14-120","severe",NA,NA,2020-12-23,2021-06-05,NA,82.6,80.1,84.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432",235,"Voko",2022-07-22,"2022 (Jul-Dec)","Retrospective cohort","18-64 years","included","Hungary","HUN","Europe","High income",16570,2019,"delta","BioNTech/Pfizer BNT162b2","mRNA","2","240+","severe",NA,NA,2020-12-23,2021-06-05,NA,69.6,64.9,73.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433",235,"Voko",2022-07-22,"2022 (Jul-Dec)","Retrospective cohort","18-64 years","included","Hungary","HUN","Europe","High income",16570,2019,"delta","BioNTech/Pfizer BNT162b2","mRNA","2","14-120","death",NA,NA,2020-12-23,2021-06-05,NA,87.4,81.5,91.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434",235,"Voko",2022-07-22,"2022 (Jul-Dec)","Retrospective cohort","18-64 years","included","Hungary","HUN","Europe","High income",16570,2019,"delta","BioNTech/Pfizer BNT162b2","mRNA","2","240+","death",NA,NA,2020-12-23,2021-06-05,NA,73.6,61.1,82.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435",235,"Voko",2022-07-22,"2022 (Jul-Dec)","Retrospective cohort","18-64 years","included","Hungary","HUN","Europe","High income",16570,2019,"delta","Moderna mRNA-1273","mRNA","2","14-120","infection",NA,NA,2020-12-23,2021-06-05,NA,76.9,73.3,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436",235,"Voko",2022-07-22,"2022 (Jul-Dec)","Retrospective cohort","18-64 years","included","Hungary","HUN","Europe","High income",16570,2019,"delta","Moderna mRNA-1273","mRNA","2","240+","infection",NA,NA,2020-12-23,2021-06-05,NA,22.6,6.1,36.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437",235,"Voko",2022-07-22,"2022 (Jul-Dec)","Retrospective cohort","18-64 years","included","Hungary","HUN","Europe","High income",16570,2019,"delta","Moderna mRNA-1273","mRNA","2","14-120","severe",NA,NA,2020-12-23,2021-06-05,NA,84.9,75.4,90.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"438",235,"Voko",2022-07-22,"2022 (Jul-Dec)","Retrospective cohort","18-64 years","included","Hungary","HUN","Europe","High income",16570,2019,"delta","Moderna mRNA-1273","mRNA","2","240+","severe",NA,NA,2020-12-23,2021-06-05,NA,42.5,-4,68.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439",235,"Voko",2022-07-22,"2022 (Jul-Dec)","Retrospective cohort","18-64 years","included","Hungary","HUN","Europe","High income",16570,2019,"delta","Moderna mRNA-1273","mRNA","2","14-120","death",NA,NA,2020-12-23,2021-06-05,NA,77.7,30.7,92.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440",235,"Voko",2022-07-22,"2022 (Jul-Dec)","Retrospective cohort","18-64 years","included","Hungary","HUN","Europe","High income",16570,2019,"delta","Moderna mRNA-1273","mRNA","2","240+","death",NA,NA,2020-12-23,2021-06-05,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441",235,"Voko",2022-07-22,"2022 (Jul-Dec)","Retrospective cohort","18-64 years","included","Hungary","HUN","Europe","High income",16570,2019,"delta","Oxford/AstraZeneca ChAdOx1-S","Vectored","2","14-120","infection",NA,NA,2020-12-23,2021-06-05,NA,39.2,36.4,41.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442",235,"Voko",2022-07-22,"2022 (Jul-Dec)","Retrospective cohort","18-64 years","included","Hungary","HUN","Europe","High income",16570,2019,"delta","Oxford/AstraZeneca ChAdOx1-S","Vectored","2","240+","infection",NA,NA,2020-12-23,2021-06-05,NA,-14,-20.5,-7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443",235,"Voko",2022-07-22,"2022 (Jul-Dec)","Retrospective cohort","18-64 years","included","Hungary","HUN","Europe","High income",16570,2019,"delta","Oxford/AstraZeneca ChAdOx1-S","Vectored","2","14-120","severe",NA,NA,2020-12-23,2021-06-05,NA,76.2,70.6,80.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444",235,"Voko",2022-07-22,"2022 (Jul-Dec)","Retrospective cohort","18-64 years","included","Hungary","HUN","Europe","High income",16570,2019,"delta","Oxford/AstraZeneca ChAdOx1-S","Vectored","2","240+","severe",NA,NA,2020-12-23,2021-06-05,NA,48.8,38.2,57.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445",235,"Voko",2022-07-22,"2022 (Jul-Dec)","Retrospective cohort","18-64 years","included","Hungary","HUN","Europe","High income",16570,2019,"delta","Oxford/AstraZeneca ChAdOx1-S","Vectored","2","14-120","death",NA,NA,2020-12-23,2021-06-05,NA,90.1,73.5,96.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446",235,"Voko",2022-07-22,"2022 (Jul-Dec)","Retrospective cohort","18-64 years","included","Hungary","HUN","Europe","High income",16570,2019,"delta","Oxford/AstraZeneca ChAdOx1-S","Vectored","2","240+","death",NA,NA,2020-12-23,2021-06-05,NA,57.1,35.2,71.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447",235,"Voko",2022-07-22,"2022 (Jul-Dec)","Retrospective cohort","18-64 years","included","Hungary","HUN","Europe","High income",16570,2019,"delta","Gamaleya Gam-COVID-Vac/Sputnik V","Vectored","2","14-120","infection",NA,NA,2020-12-23,2021-06-05,NA,38.3,31.8,44.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448",235,"Voko",2022-07-22,"2022 (Jul-Dec)","Retrospective cohort","18-64 years","included","Hungary","HUN","Europe","High income",16570,2019,"delta","Gamaleya Gam-COVID-Vac/Sputnik V","Vectored","2","240+","infection",NA,NA,2020-12-23,2021-06-05,NA,-4.6,-12.5,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449",235,"Voko",2022-07-22,"2022 (Jul-Dec)","Retrospective cohort","18-64 years","included","Hungary","HUN","Europe","High income",16570,2019,"delta","Gamaleya Gam-COVID-Vac/Sputnik V","Vectored","2","14-120","severe",NA,NA,2020-12-23,2021-06-05,NA,90.4,78.5,95.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450",235,"Voko",2022-07-22,"2022 (Jul-Dec)","Retrospective cohort","18-64 years","included","Hungary","HUN","Europe","High income",16570,2019,"delta","Gamaleya Gam-COVID-Vac/Sputnik V","Vectored","2","240+","severe",NA,NA,2020-12-23,2021-06-05,NA,78.7,69.1,85.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451",235,"Voko",2022-07-22,"2022 (Jul-Dec)","Retrospective cohort","18-64 years","included","Hungary","HUN","Europe","High income",16570,2019,"delta","Gamaleya Gam-COVID-Vac/Sputnik V","Vectored","2","121-180","death",NA,NA,2020-12-23,2021-06-05,NA,89.3,79.9,94.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452",235,"Voko",2022-07-22,"2022 (Jul-Dec)","Retrospective cohort","18-64 years","included","Hungary","HUN","Europe","High income",16570,2019,"delta","Gamaleya Gam-COVID-Vac/Sputnik V","Vectored","2","240+","death",NA,NA,2020-12-23,2021-06-05,NA,79.1,59.8,89.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453",235,"Voko",2022-07-22,"2022 (Jul-Dec)","Retrospective cohort","18-64 years","included","Hungary","HUN","Europe","High income",16570,2019,"delta","Janssen Ad26.COV2.S","Vectored","1","14-120","infection",NA,NA,2020-12-23,2021-06-05,NA,39.3,36.1,42.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454",235,"Voko",2022-07-22,"2022 (Jul-Dec)","Retrospective cohort","18-64 years","included","Hungary","HUN","Europe","High income",16570,2019,"delta","Janssen Ad26.COV2.S","Vectored","1","181-240","infection",NA,NA,2020-12-23,2021-06-05,NA,35.9,32.5,39.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455",235,"Voko",2022-07-22,"2022 (Jul-Dec)","Retrospective cohort","18-64 years","included","Hungary","HUN","Europe","High income",16570,2019,"delta","Janssen Ad26.COV2.S","Vectored","1","14-120","severe",NA,NA,2020-12-23,2021-06-05,NA,43.2,32.9,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456",235,"Voko",2022-07-22,"2022 (Jul-Dec)","Retrospective cohort","18-64 years","included","Hungary","HUN","Europe","High income",16570,2019,"delta","Janssen Ad26.COV2.S","Vectored","1","181-240","severe",NA,NA,2020-12-23,2021-06-05,NA,59.4,50.1,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457",235,"Voko",2022-07-22,"2022 (Jul-Dec)","Retrospective cohort","18-64 years","included","Hungary","HUN","Europe","High income",16570,2019,"delta","Janssen Ad26.COV2.S","Vectored","1","14-120","death",NA,NA,2020-12-23,2021-06-05,NA,59.8,35.2,75.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"458",235,"Voko",2022-07-22,"2022 (Jul-Dec)","Retrospective cohort","18-64 years","included","Hungary","HUN","Europe","High income",16570,2019,"delta","Janssen Ad26.COV2.S","Vectored","1","181-240","death",NA,NA,2020-12-23,2021-06-05,NA,76.1,56.7,86.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459",235,"Voko",2022-07-22,"2022 (Jul-Dec)","Retrospective cohort","18-64 years","included","Hungary","HUN","Europe","High income",16570,2019,"delta","Beijing/Sinopharm BBIBP-CorV","Inactivated","2","14-120","infection",NA,NA,2020-12-23,2021-06-05,NA,10.9,6.7,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460",235,"Voko",2022-07-22,"2022 (Jul-Dec)","Retrospective cohort","18-64 years","included","Hungary","HUN","Europe","High income",16570,2019,"delta","Beijing/Sinopharm BBIBP-CorV","Inactivated","2","240+","infection",NA,NA,2020-12-23,2021-06-05,NA,-19.9,-31.9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461",235,"Voko",2022-07-22,"2022 (Jul-Dec)","Retrospective cohort","18-64 years","included","Hungary","HUN","Europe","High income",16570,2019,"delta","Beijing/Sinopharm BBIBP-CorV","Inactivated","2","14-120","severe",NA,NA,2020-12-23,2021-06-05,NA,53.8,43.9,61.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462",235,"Voko",2022-07-22,"2022 (Jul-Dec)","Retrospective cohort","18-64 years","included","Hungary","HUN","Europe","High income",16570,2019,"delta","Beijing/Sinopharm BBIBP-CorV","Inactivated","2","240+","severe",NA,NA,2020-12-23,2021-06-05,NA,40.9,24.4,53.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463",235,"Voko",2022-07-22,"2022 (Jul-Dec)","Retrospective cohort","18-64 years","included","Hungary","HUN","Europe","High income",16570,2019,"delta","Beijing/Sinopharm BBIBP-CorV","Inactivated","2","14-120","death",NA,NA,2020-12-23,2021-06-05,NA,67.4,39.2,82.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464",235,"Voko",2022-07-22,"2022 (Jul-Dec)","Retrospective cohort","18-64 years","included","Hungary","HUN","Europe","High income",16570,2019,"delta","Beijing/Sinopharm BBIBP-CorV","Inactivated","2","240+","death",NA,NA,2020-12-23,2021-06-05,NA,50.7,21.4,69.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465",310,"Penayo",2022-06-01,"2022 (Jan-Jun)","Test-negative case-control","general pop","included","Paraguay","PRY","South America","Upper middle income",5950,2019,"delta","BioNTech/Pfizer BNT162b2","mRNA","2","14+","severe",NA,NA,2021-02-22,2021-12-10,NA,91.9,72.2,97.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466",310,"Penayo",2022-06-01,"2022 (Jan-Jun)","Test-negative case-control","general pop","included","Paraguay","PRY","South America","Upper middle income",5950,2019,"delta","Moderna mRNA-1273","mRNA","2","14+","severe",NA,NA,2021-02-22,2021-12-10,NA,76.1,-127.4,97.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467",310,"Penayo",2022-06-01,"2022 (Jan-Jun)","Test-negative case-control","general pop","included","Paraguay","PRY","South America","Upper middle income",5950,2019,"delta","Oxford/AstraZeneca ChAdOx1-S","Vectored","2","14+","severe",NA,NA,2021-02-22,2021-12-10,NA,83,66.3,91.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468",310,"Penayo",2022-06-01,"2022 (Jan-Jun)","Test-negative case-control","general pop","included","Paraguay","PRY","South America","Upper middle income",5950,2019,"delta","Gamaleya Gam-COVID-Vac/Sputnik V","Vectored","2","14+","severe",NA,NA,2021-02-22,2021-12-10,NA,83.2,48.9,94.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469",310,"Penayo",2022-06-01,"2022 (Jan-Jun)","Test-negative case-control","general pop","included","Paraguay","PRY","South America","Upper middle income",5950,2019,"delta","Beijing/Sinopharm BBIBP-CorV","Inactivated","2","14+","severe",NA,NA,2021-02-22,2021-12-10,NA,31.8,-41.2,67.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470",310,"Penayo",2022-06-01,"2022 (Jan-Jun)","Test-negative case-control","general pop","included","Paraguay","PRY","South America","Upper middle income",5950,2019,"delta","Bharat Covaxin/BBV152","Inactivated","2","14+","severe",NA,NA,2021-02-22,2021-12-10,NA,25.8,-37.1,59.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471",310,"Penayo",2022-06-01,"2022 (Jan-Jun)","Test-negative case-control","general pop","included","Paraguay","PRY","South America","Upper middle income",5950,2019,"omicron","BioNTech/Pfizer BNT162b2","mRNA","2","14+","severe",NA,NA,2021-02-22,2021-12-10,NA,49.5,9.9,71.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472",310,"Penayo",2022-06-01,"2022 (Jan-Jun)","Test-negative case-control","general pop","included","Paraguay","PRY","South America","Upper middle income",5950,2019,"omicron","BioNTech/Pfizer BNT162b2","mRNA","2","14-89","severe",NA,NA,2021-02-22,2021-12-10,NA,78,-97,97.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473",310,"Penayo",2022-06-01,"2022 (Jan-Jun)","Test-negative case-control","general pop","included","Paraguay","PRY","South America","Upper middle income",5950,2019,"omicron","Moderna mRNA-1273","mRNA","2","14+","severe",NA,NA,2021-02-22,2021-12-10,NA,42.1,-105.4,83.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474",310,"Penayo",2022-06-01,"2022 (Jan-Jun)","Test-negative case-control","general pop","included","Paraguay","PRY","South America","Upper middle income",5950,2019,"omicron","Oxford/AstraZeneca ChAdOx1-S","Vectored","2","14+","severe",NA,NA,2021-02-22,2021-12-10,NA,10.1,-31,38.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475",310,"Penayo",2022-06-01,"2022 (Jan-Jun)","Test-negative case-control","general pop","included","Paraguay","PRY","South America","Upper middle income",5950,2019,"omicron","Gamaleya Gam-COVID-Vac/Sputnik V","Vectored","2","14+","severe",NA,NA,2021-02-22,2021-12-10,NA,25.7,-29.9,57.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476",310,"Penayo",2022-06-01,"2022 (Jan-Jun)","Test-negative case-control","general pop","included","Paraguay","PRY","South America","Upper middle income",5950,2019,"omicron","Gamaleya Gam-COVID-Vac/Sputnik V","Vectored","2","14-89","severe",NA,NA,2021-02-22,2021-12-10,NA,64.4,-44.6,92.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477",310,"Penayo",2022-06-01,"2022 (Jan-Jun)","Test-negative case-control","general pop","included","Paraguay","PRY","South America","Upper middle income",5950,2019,"omicron","Beijing/Sinopharm BBIBP-CorV","Inactivated","2","14+","severe",NA,NA,2021-02-22,2021-12-10,NA,40.4,-5.1,66.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"478",310,"Penayo",2022-06-01,"2022 (Jan-Jun)","Test-negative case-control","general pop","included","Paraguay","PRY","South America","Upper middle income",5950,2019,"omicron","Bharat Covaxin/BBV152","Inactivated","2","14+","severe",NA,NA,2021-02-22,2021-12-10,NA,13,-45.8,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479",311,"Monge",2022-09-02,"2022 (Jul-Dec)","Case cohort","50-59 years","included","Spain","ESP","Europe","High income",30370,2019,"delta","BioNTech/Pfizer BNT162b2","mRNA","2","14+","infection",NA,NA,2020-12-30,2021-07-04,2021-08-31,77,76,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480",311,"Monge",2022-09-02,"2022 (Jul-Dec)","Case cohort","50-59 years","included","Spain","ESP","Europe","High income",30370,2019,"delta","BioNTech/Pfizer BNT162b2","mRNA","2","14+","symptomatic",NA,NA,2020-12-30,2021-07-04,2021-08-31,77,76,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481",311,"Monge",2022-09-02,"2022 (Jul-Dec)","Case cohort","50-59 years","included","Spain","ESP","Europe","High income",30370,2019,"delta","BioNTech/Pfizer BNT162b2","mRNA","2","14+","severe",NA,NA,2020-12-30,2021-07-04,2021-08-31,97,97,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"482",311,"Monge",2022-09-02,"2022 (Jul-Dec)","Case cohort","50-59 years","included","Spain","ESP","Europe","High income",30370,2019,"delta","BioNTech/Pfizer BNT162b2","mRNA","2","14+","death",NA,NA,2020-12-30,2021-07-04,2021-08-31,97,93,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"483",311,"Monge",2022-09-02,"2022 (Jul-Dec)","Case cohort","50-59 years","included","Spain","ESP","Europe","High income",30370,2019,"delta","Moderna mRNA-1273","mRNA","2","14+","infection",NA,NA,2020-12-30,2021-07-04,2021-08-31,87,86,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484",311,"Monge",2022-09-02,"2022 (Jul-Dec)","Case cohort","50-59 years","included","Spain","ESP","Europe","High income",30370,2019,"delta","Moderna mRNA-1273","mRNA","2","14+","symptomatic",NA,NA,2020-12-30,2021-07-04,2021-08-31,89,88,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485",311,"Monge",2022-09-02,"2022 (Jul-Dec)","Case cohort","50-59 years","included","Spain","ESP","Europe","High income",30370,2019,"delta","Moderna mRNA-1273","mRNA","2","14+","severe",NA,NA,2020-12-30,2021-07-04,2021-08-31,98,97,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486",311,"Monge",2022-09-02,"2022 (Jul-Dec)","Case cohort","50-59 years","included","Spain","ESP","Europe","High income",30370,2019,"delta","Moderna mRNA-1273","mRNA","2","14+","death",NA,NA,2020-12-30,2021-07-04,2021-08-31,94,75,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487",311,"Monge",2022-09-02,"2022 (Jul-Dec)","Case cohort","50-59 years","included","Spain","ESP","Europe","High income",30370,2019,"delta","Oxford/AstraZeneca ChAdOx1-S","Vectored","2","14+","infection",NA,NA,2020-12-30,2021-07-04,2021-08-31,59,56,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488",311,"Monge",2022-09-02,"2022 (Jul-Dec)","Case cohort","50-59 years","included","Spain","ESP","Europe","High income",30370,2019,"delta","Oxford/AstraZeneca ChAdOx1-S","Vectored","2","14+","symptomatic",NA,NA,2020-12-30,2021-07-04,2021-08-31,59,55,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489",311,"Monge",2022-09-02,"2022 (Jul-Dec)","Case cohort","50-59 years","included","Spain","ESP","Europe","High income",30370,2019,"delta","Oxford/AstraZeneca ChAdOx1-S","Vectored","2","14+","severe",NA,NA,2020-12-30,2021-07-04,2021-08-31,96,93,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490",311,"Monge",2022-09-02,"2022 (Jul-Dec)","Case cohort","50-59 years","included","Spain","ESP","Europe","High income",30370,2019,"delta","Janssen Ad26.COV2.S","Vectored","1","14+","infection",NA,NA,2020-12-30,2021-07-04,2021-08-31,64,62,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491",311,"Monge",2022-09-02,"2022 (Jul-Dec)","Case cohort","50-59 years","included","Spain","ESP","Europe","High income",30370,2019,"delta","Janssen Ad26.COV2.S","Vectored","1","14+","symptomatic",NA,NA,2020-12-30,2021-07-04,2021-08-31,56,53,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492",311,"Monge",2022-09-02,"2022 (Jul-Dec)","Case cohort","50-59 years","included","Spain","ESP","Europe","High income",30370,2019,"delta","Janssen Ad26.COV2.S","Vectored","1","14+","severe",NA,NA,2020-12-30,2021-07-04,2021-08-31,86,83,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
