"","study ID","first author","study design","publication date","primary series vaccine","historyofCOVID ","dose_number","dose","timing_of_dose_days","outcome_detail","outcome_category","country","population_detail","population_category","VE","LCL","UCL","variant_sequenced","variant_context","max duration follow-up","dose interval","notes","n_row","country_clean","iso3c","Study_id_f","Country.Code","GNI_per_c_WB","year_GNI","Economy","Region","Income group","q_GNI_per_c_WB","continent","owid_vac_intro","owid_vac_F40","owid_vac_F70","who_vac_intro","min_vac_intro","diff_owid_who_intro","diff_intro_F40","diff_intro_F70","owid_who","V1_date_group","V40_date_group","V40_group","V1_dummy","V40_dummy","V70_dummy","publication_date","outcome_final","semester","clean_vaccine","vac_type","variant_clean","earliest_date","min_pub_date"
"2043",238,"Sanchez Ruiz","Retrospective cohort","01Apr2022","BNT162b2 (Pfizer BioNTech)","excluded","2","final","14+","infection","infection","France","LTCF residents","LTCF residents",11.2,"0",61.1,"delta","delta",NA,NA,NA,2097,"France","FRA",238,"FRA",42470,2019,"France","Europe & Central Asia","High income",4,"Europe",2021-01-01,2021-07-15,2021-12-03,2020-12-23,2020-12-23,9,204,345,"who","before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2022-04-01,"infection","2022 (Jan-Jun)","BioNTech/Pfizer BNT162b2","mRNA","delta",NA,2022-04-01
"2044",238,"Sanchez Ruiz","Retrospective cohort","01Apr2022","BNT162b2 (Pfizer BioNTech)","excluded","2","final","14+","symptomatic disease","symptomatic","France","LTCF residents","LTCF residents",88.4,"59.9",96.7,"delta","delta",NA,NA,NA,2098,"France","FRA",238,"FRA",42470,2019,"France","Europe & Central Asia","High income",4,"Europe",2021-01-01,2021-07-15,2021-12-03,2020-12-23,2020-12-23,9,204,345,"who","before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2022-04-01,"symptomatic","2022 (Jan-Jun)","BioNTech/Pfizer BNT162b2","mRNA","delta",NA,2022-04-01
"2045",238,"Sanchez Ruiz","Retrospective cohort","01Apr2022","BNT162b2 (Pfizer BioNTech)","excluded","2","final","14+","severe disease","severe","France","LTCF residents","LTCF residents",93.5,"67.2",98.7,"delta","delta",NA,NA,NA,2099,"France","FRA",238,"FRA",42470,2019,"France","Europe & Central Asia","High income",4,"Europe",2021-01-01,2021-07-15,2021-12-03,2020-12-23,2020-12-23,9,204,345,"who","before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2022-04-01,"severe","2022 (Jan-Jun)","BioNTech/Pfizer BNT162b2","mRNA","delta",NA,2022-04-01
"2046",239,"Widdifield","Test-negative case-control","14Apr2022","BNT162b2 (Pfizer BioNTech)","included","2","final","7+","infection","infection","Canada","individuals with rheumatoid arthritis","individuals with rheumatoid arthritis",82,"78",85,NA,"alpha & delta","~44 weeks",NA,NA,2100,"Canada","CAN",239,"CAN",46580,2019,"Canada","North America","High income",4,"North America",2020-12-16,2021-07-09,2021-09-28,2020-12-14,2020-12-14,2,207,288,"who","before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2022-04-14,"infection","2022 (Jan-Jun)","BioNTech/Pfizer BNT162b2","mRNA","other combinations",NA,2022-04-14
"2047",239,"Widdifield","Test-negative case-control","14Apr2022","mRNA-1273 (Moderna)","included","2","final","7+","infection","infection","Canada","individuals with rheumatoid arthritis","individuals with rheumatoid arthritis",86,"80",90,NA,"alpha & delta","~44 weeks",NA,NA,2101,"Canada","CAN",239,"CAN",46580,2019,"Canada","North America","High income",4,"North America",2020-12-16,2021-07-09,2021-09-28,2020-12-14,2020-12-14,2,207,288,"who","before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2022-04-14,"infection","2022 (Jan-Jun)","Moderna mRNA-1273","mRNA","other combinations",NA,2022-04-14
"2048",239,"Widdifield","Test-negative case-control","14Apr2022","BNT162b2 (Pfizer BioNTech) or mRNA-1273 (Moderna)","included","2","final","7+","infection","infection","Canada","individuals with rheumatoid arthritis","individuals with rheumatoid arthritis",83,"80",86,NA,"alpha & delta","~44 weeks",NA,NA,2102,"Canada","CAN",239,"CAN",46580,2019,"Canada","North America","High income",4,"North America",2020-12-16,2021-07-09,2021-09-28,2020-12-14,2020-12-14,2,207,288,"who","before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2022-04-14,"infection","2022 (Jan-Jun)","Multiple or heterologous RNA","mRNA","other combinations",NA,2022-04-14
"2049",239,"Widdifield","Test-negative case-control","14Apr2022","BNT162b2 (Pfizer BioNTech) or mRNA-1273 (Moderna)","included","2","final","7+","severe disease","severe","Canada","individuals with rheumatoid arthritis","individuals with rheumatoid arthritis",92,"88",95,NA,"alpha & delta","~44 weeks",NA,NA,2103,"Canada","CAN",239,"CAN",46580,2019,"Canada","North America","High income",4,"North America",2020-12-16,2021-07-09,2021-09-28,2020-12-14,2020-12-14,2,207,288,"who","before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2022-04-14,"severe","2022 (Jan-Jun)","Multiple or heterologous RNA","mRNA","other combinations",NA,2022-04-14
"2050",239,"Widdifield","Test-negative case-control","14Apr2022","BNT162b2 (Pfizer BioNTech)","included","2","final","7+","infection","infection","Canada","individuals with ankylosing spondylitis","individuals with ankylosing spondylitis",88,"82",93,NA,"alpha & delta","~44 weeks",NA,NA,2104,"Canada","CAN",239,"CAN",46580,2019,"Canada","North America","High income",4,"North America",2020-12-16,2021-07-09,2021-09-28,2020-12-14,2020-12-14,2,207,288,"who","before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2022-04-14,"infection","2022 (Jan-Jun)","BioNTech/Pfizer BNT162b2","mRNA","other combinations",NA,2022-04-14
"2051",239,"Widdifield","Test-negative case-control","14Apr2022","mRNA-1273 (Moderna)","included","2","final","7+","infection","infection","Canada","individuals with ankylosing spondylitis","individuals with ankylosing spondylitis",93,"83",97,NA,"alpha & delta","~44 weeks",NA,NA,2105,"Canada","CAN",239,"CAN",46580,2019,"Canada","North America","High income",4,"North America",2020-12-16,2021-07-09,2021-09-28,2020-12-14,2020-12-14,2,207,288,"who","before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2022-04-14,"infection","2022 (Jan-Jun)","Moderna mRNA-1273","mRNA","other combinations",NA,2022-04-14
"2052",239,"Widdifield","Test-negative case-control","14Apr2022","BNT162b2 (Pfizer BioNTech) or mRNA-1273 (Moderna)","included","2","final","7+","infection","infection","Canada","individuals with ankylosing spondylitis","individuals with ankylosing spondylitis",89,"83",93,NA,"alpha & delta","~44 weeks",NA,NA,2106,"Canada","CAN",239,"CAN",46580,2019,"Canada","North America","High income",4,"North America",2020-12-16,2021-07-09,2021-09-28,2020-12-14,2020-12-14,2,207,288,"who","before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2022-04-14,"infection","2022 (Jan-Jun)","Multiple or heterologous RNA","mRNA","other combinations",NA,2022-04-14
"2053",239,"Widdifield","Test-negative case-control","14Apr2022","BNT162b2 (Pfizer BioNTech) or mRNA-1273 (Moderna)","included","2","final","7+","severe disease","severe","Canada","individuals with ankylosing spondylitis","individuals with ankylosing spondylitis",97,"83",99,NA,"alpha & delta","~44 weeks",NA,NA,2107,"Canada","CAN",239,"CAN",46580,2019,"Canada","North America","High income",4,"North America",2020-12-16,2021-07-09,2021-09-28,2020-12-14,2020-12-14,2,207,288,"who","before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2022-04-14,"severe","2022 (Jan-Jun)","Multiple or heterologous RNA","mRNA","other combinations",NA,2022-04-14
"2054",239,"Widdifield","Test-negative case-control","14Apr2022","BNT162b2 (Pfizer BioNTech)","included","2","final","7+","infection","infection","Canada","individuals with psoriasis","individuals with psoriasis",82,"79",85,NA,"alpha & delta","~44 weeks",NA,NA,2108,"Canada","CAN",239,"CAN",46580,2019,"Canada","North America","High income",4,"North America",2020-12-16,2021-07-09,2021-09-28,2020-12-14,2020-12-14,2,207,288,"who","before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2022-04-14,"infection","2022 (Jan-Jun)","BioNTech/Pfizer BNT162b2","mRNA","other combinations",NA,2022-04-14
"2055",239,"Widdifield","Test-negative case-control","14Apr2022","mRNA-1273 (Moderna)","included","2","final","7+","infection","infection","Canada","individuals with psoriasis","individuals with psoriasis",87,"82",91,NA,"alpha & delta","~44 weeks",NA,NA,2109,"Canada","CAN",239,"CAN",46580,2019,"Canada","North America","High income",4,"North America",2020-12-16,2021-07-09,2021-09-28,2020-12-14,2020-12-14,2,207,288,"who","before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2022-04-14,"infection","2022 (Jan-Jun)","Moderna mRNA-1273","mRNA","other combinations",NA,2022-04-14
"2056",239,"Widdifield","Test-negative case-control","14Apr2022","BNT162b2 (Pfizer BioNTech) or mRNA-1273 (Moderna)","included","2","final","7+","infection","infection","Canada","individuals with psoriasis","individuals with psoriasis",84,"81",86,NA,"alpha & delta","~44 weeks",NA,NA,2110,"Canada","CAN",239,"CAN",46580,2019,"Canada","North America","High income",4,"North America",2020-12-16,2021-07-09,2021-09-28,2020-12-14,2020-12-14,2,207,288,"who","before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2022-04-14,"infection","2022 (Jan-Jun)","Multiple or heterologous RNA","mRNA","other combinations",NA,2022-04-14
"2057",239,"Widdifield","Test-negative case-control","14Apr2022","BNT162b2 (Pfizer BioNTech) or mRNA-1273 (Moderna)","included","2","final","7+","severe disease","severe","Canada","individuals with psoriasis","individuals with psoriasis",92,"86",95,NA,"alpha & delta","~44 weeks",NA,NA,2111,"Canada","CAN",239,"CAN",46580,2019,"Canada","North America","High income",4,"North America",2020-12-16,2021-07-09,2021-09-28,2020-12-14,2020-12-14,2,207,288,"who","before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2022-04-14,"severe","2022 (Jan-Jun)","Multiple or heterologous RNA","mRNA","other combinations",NA,2022-04-14
"2058",239,"Widdifield","Test-negative case-control","14Apr2022","BNT162b2 (Pfizer BioNTech)","included","2","final","7+","infection","infection","Canada","individuals with inflammatory bowel disease","individuals with inflammatory bowel disease",82,"79",85,NA,"alpha & delta","~44 weeks",NA,NA,2112,"Canada","CAN",239,"CAN",46580,2019,"Canada","North America","High income",4,"North America",2020-12-16,2021-07-09,2021-09-28,2020-12-14,2020-12-14,2,207,288,"who","before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2022-04-14,"infection","2022 (Jan-Jun)","BioNTech/Pfizer BNT162b2","mRNA","other combinations",NA,2022-04-14
"2059",239,"Widdifield","Test-negative case-control","14Apr2022","mRNA-1273 (Moderna)","included","2","final","7+","infection","infection","Canada","individuals with inflammatory bowel disease","individuals with inflammatory bowel disease",87,"82",91,NA,"alpha & delta","~44 weeks",NA,NA,2113,"Canada","CAN",239,"CAN",46580,2019,"Canada","North America","High income",4,"North America",2020-12-16,2021-07-09,2021-09-28,2020-12-14,2020-12-14,2,207,288,"who","before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2022-04-14,"infection","2022 (Jan-Jun)","Moderna mRNA-1273","mRNA","other combinations",NA,2022-04-14
"2060",239,"Widdifield","Test-negative case-control","14Apr2022","BNT162b2 (Pfizer BioNTech) or mRNA-1273 (Moderna)","included","2","final","7+","infection","infection","Canada","individuals with inflammatory bowel disease","individuals with inflammatory bowel disease",79,"74",82,NA,"alpha & delta","~44 weeks",NA,NA,2114,"Canada","CAN",239,"CAN",46580,2019,"Canada","North America","High income",4,"North America",2020-12-16,2021-07-09,2021-09-28,2020-12-14,2020-12-14,2,207,288,"who","before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2022-04-14,"infection","2022 (Jan-Jun)","Multiple or heterologous RNA","mRNA","other combinations",NA,2022-04-14
"2061",239,"Widdifield","Test-negative case-control","14Apr2022","BNT162b2 (Pfizer BioNTech) or mRNA-1273 (Moderna)","included","2","final","7+","severe disease","severe","Canada","individuals with inflammatory bowel disease","individuals with inflammatory bowel disease",94,"88",97,NA,"alpha & delta","~44 weeks",NA,NA,2115,"Canada","CAN",239,"CAN",46580,2019,"Canada","North America","High income",4,"North America",2020-12-16,2021-07-09,2021-09-28,2020-12-14,2020-12-14,2,207,288,"who","before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2022-04-14,"severe","2022 (Jan-Jun)","Multiple or heterologous RNA","mRNA","other combinations",NA,2022-04-14
"2062",240,"Cerqueira-Silva","Test-negative case-control","11Jan2023","BNT162b2 (Pfizer BioNTech)","included","2","final","14-59","symptomatic disease","symptomatic","Brazil",">= 18 years","general pop",49.2,"48.5",49.9,NA,"omicron","~7 weeks",NA,NA,2116,"Brazil","BRA",240,"BRA",9410,2019,"Brazil","Latin America & Caribbean","Upper middle income",3,"South America",2021-01-19,2021-09-24,2022-02-05,2021-01-17,2021-01-17,2,250,384,"who","jan/2021","Sep-Nov/2021","180-269","yes","yes","yes",2023-01-11,"symptomatic","2023 (Jan-Jun)","BioNTech/Pfizer BNT162b2","mRNA","omicron","14/04/2022",2022-04-14
"2063",240,"Cerqueira-Silva","Test-negative case-control","11Jan2023","BNT162b2 (Pfizer BioNTech)","included","2","final","150+","symptomatic disease","symptomatic","Brazil",">= 18 years","general pop",9.6,"8.1",11,NA,"omicron","~33 weeks",NA,NA,2117,"Brazil","BRA",240,"BRA",9410,2019,"Brazil","Latin America & Caribbean","Upper middle income",3,"South America",2021-01-19,2021-09-24,2022-02-05,2021-01-17,2021-01-17,2,250,384,"who","jan/2021","Sep-Nov/2021","180-269","yes","yes","yes",2023-01-11,"symptomatic","2023 (Jan-Jun)","BioNTech/Pfizer BNT162b2","mRNA","omicron","14/04/2022",2022-04-14
"2064",240,"Cerqueira-Silva","Test-negative case-control","11Jan2023","BNT162b2 (Pfizer BioNTech)","included","2","final","14-59","severe disease","severe","Brazil",">= 18 years","general pop",82.9,"80.6",85,NA,"omicron","~7 weeks",NA,NA,2118,"Brazil","BRA",240,"BRA",9410,2019,"Brazil","Latin America & Caribbean","Upper middle income",3,"South America",2021-01-19,2021-09-24,2022-02-05,2021-01-17,2021-01-17,2,250,384,"who","jan/2021","Sep-Nov/2021","180-269","yes","yes","yes",2023-01-11,"severe","2023 (Jan-Jun)","BioNTech/Pfizer BNT162b2","mRNA","omicron","14/04/2022",2022-04-14
"2065",240,"Cerqueira-Silva","Test-negative case-control","11Jan2023","BNT162b2 (Pfizer BioNTech)","included","2","final","150+","severe disease","severe","Brazil",">= 18 years","general pop",82.6,"80.7",84.3,NA,"omicron","~33 weeks",NA,NA,2119,"Brazil","BRA",240,"BRA",9410,2019,"Brazil","Latin America & Caribbean","Upper middle income",3,"South America",2021-01-19,2021-09-24,2022-02-05,2021-01-17,2021-01-17,2,250,384,"who","jan/2021","Sep-Nov/2021","180-269","yes","yes","yes",2023-01-11,"severe","2023 (Jan-Jun)","BioNTech/Pfizer BNT162b2","mRNA","omicron","14/04/2022",2022-04-14
"2066",240,"Cerqueira-Silva","Test-negative case-control","11Jan2023","AZD1222 (AstraZeneca)","included","2","final","14-59","symptomatic disease","symptomatic","Brazil",">= 18 years","general pop",26.7,"25.2",28.2,NA,"omicron","~7 weeks",NA,NA,2120,"Brazil","BRA",240,"BRA",9410,2019,"Brazil","Latin America & Caribbean","Upper middle income",3,"South America",2021-01-19,2021-09-24,2022-02-05,2021-01-17,2021-01-17,2,250,384,"who","jan/2021","Sep-Nov/2021","180-269","yes","yes","yes",2023-01-11,"symptomatic","2023 (Jan-Jun)","Oxford/AstraZeneca ChAdOx1-S","Vectored","omicron","14/04/2022",2022-04-14
"2067",240,"Cerqueira-Silva","Test-negative case-control","11Jan2023","AZD1222 (AstraZeneca)","included","2","final","150+","symptomatic disease","symptomatic","Brazil",">= 18 years","general pop",0.9,"0",1.9,NA,"omicron","~36 weeks",NA,NA,2121,"Brazil","BRA",240,"BRA",9410,2019,"Brazil","Latin America & Caribbean","Upper middle income",3,"South America",2021-01-19,2021-09-24,2022-02-05,2021-01-17,2021-01-17,2,250,384,"who","jan/2021","Sep-Nov/2021","180-269","yes","yes","yes",2023-01-11,"symptomatic","2023 (Jan-Jun)","Oxford/AstraZeneca ChAdOx1-S","Vectored","omicron","14/04/2022",2022-04-14
"2068",240,"Cerqueira-Silva","Test-negative case-control","11Jan2023","AZD1222 (AstraZeneca)","included","2","final","14-59","severe disease","severe","Brazil",">= 18 years","general pop",77.1,"72.9",80.6,NA,"omicron","~7 weeks",NA,NA,2122,"Brazil","BRA",240,"BRA",9410,2019,"Brazil","Latin America & Caribbean","Upper middle income",3,"South America",2021-01-19,2021-09-24,2022-02-05,2021-01-17,2021-01-17,2,250,384,"who","jan/2021","Sep-Nov/2021","180-269","yes","yes","yes",2023-01-11,"severe","2023 (Jan-Jun)","Oxford/AstraZeneca ChAdOx1-S","Vectored","omicron","14/04/2022",2022-04-14
"2069",240,"Cerqueira-Silva","Test-negative case-control","11Jan2023","AZD1222 (AstraZeneca)","included","2","final","150+","severe disease","severe","Brazil",">= 18 years","general pop",67.8,"66.7",69,NA,"omicron","~36 weeks",NA,NA,2123,"Brazil","BRA",240,"BRA",9410,2019,"Brazil","Latin America & Caribbean","Upper middle income",3,"South America",2021-01-19,2021-09-24,2022-02-05,2021-01-17,2021-01-17,2,250,384,"who","jan/2021","Sep-Nov/2021","180-269","yes","yes","yes",2023-01-11,"severe","2023 (Jan-Jun)","Oxford/AstraZeneca ChAdOx1-S","Vectored","omicron","14/04/2022",2022-04-14
"2070",240,"Cerqueira-Silva","Test-negative case-control","11Jan2023","BNT162b2 (Pfizer BioNTech)","included","2","final","14-59","symptomatic disease","symptomatic","Scotland",">= 18 years","general pop",57.7,"54.5",60.6,NA,"omicron","~7 weeks",NA,NA,2124,"UK","GBR",500,"GBR",43240,2019,"United Kingdom","Europe & Central Asia","High income",4,"Europe",2021-01-10,2021-06-04,2021-12-23,2020-12-21,2020-12-21,20,165,367,"who","before jan/2021","Jun-Aug/2021","<180","yes","yes","yes",2023-01-11,"symptomatic","2023 (Jan-Jun)","BioNTech/Pfizer BNT162b2","mRNA","omicron","14/04/2022",2022-04-14
"2071",240,"Cerqueira-Silva","Test-negative case-control","11Jan2023","BNT162b2 (Pfizer BioNTech)","included","2","final","150+","symptomatic disease","symptomatic","Scotland",">= 18 years","general pop",17.8,"15.1",20.5,NA,"omicron","~38.5 weeks",NA,NA,2125,"UK","GBR",500,"GBR",43240,2019,"United Kingdom","Europe & Central Asia","High income",4,"Europe",2021-01-10,2021-06-04,2021-12-23,2020-12-21,2020-12-21,20,165,367,"who","before jan/2021","Jun-Aug/2021","<180","yes","yes","yes",2023-01-11,"symptomatic","2023 (Jan-Jun)","BioNTech/Pfizer BNT162b2","mRNA","omicron","14/04/2022",2022-04-14
"2072",240,"Cerqueira-Silva","Test-negative case-control","11Jan2023","BNT162b2 (Pfizer BioNTech)","included","2","final","14-59","severe disease","severe","Scotland",">= 18 years","general pop",90.4,"30.4",98.7,NA,"omicron","~7 weeks",NA,NA,2126,"UK","GBR",500,"GBR",43240,2019,"United Kingdom","Europe & Central Asia","High income",4,"Europe",2021-01-10,2021-06-04,2021-12-23,2020-12-21,2020-12-21,20,165,367,"who","before jan/2021","Jun-Aug/2021","<180","yes","yes","yes",2023-01-11,"severe","2023 (Jan-Jun)","BioNTech/Pfizer BNT162b2","mRNA","omicron","14/04/2022",2022-04-14
"2073",240,"Cerqueira-Silva","Test-negative case-control","11Jan2023","BNT162b2 (Pfizer BioNTech)","included","2","final","150+","severe disease","severe","Scotland",">= 18 years","general pop",72.9,"57.9",82.5,NA,"omicron","~38.5 weeks",NA,NA,2127,"UK","GBR",500,"GBR",43240,2019,"United Kingdom","Europe & Central Asia","High income",4,"Europe",2021-01-10,2021-06-04,2021-12-23,2020-12-21,2020-12-21,20,165,367,"who","before jan/2021","Jun-Aug/2021","<180","yes","yes","yes",2023-01-11,"severe","2023 (Jan-Jun)","BioNTech/Pfizer BNT162b2","mRNA","omicron","14/04/2022",2022-04-14
"2074",240,"Cerqueira-Silva","Test-negative case-control","11Jan2023","AZD1222 (AstraZeneca)","included","2","final","14-59","symptomatic disease","symptomatic","Scotland",">= 18 years","general pop",40.7,"26.6",52.1,NA,"omicron","~7 weeks",NA,NA,2128,"UK","GBR",500,"GBR",43240,2019,"United Kingdom","Europe & Central Asia","High income",4,"Europe",2021-01-10,2021-06-04,2021-12-23,2020-12-21,2020-12-21,20,165,367,"who","before jan/2021","Jun-Aug/2021","<180","yes","yes","yes",2023-01-11,"symptomatic","2023 (Jan-Jun)","Oxford/AstraZeneca ChAdOx1-S","Vectored","omicron","14/04/2022",2022-04-14
"2075",240,"Cerqueira-Silva","Test-negative case-control","11Jan2023","AZD1222 (AstraZeneca)","included","2","final","150+","symptomatic disease","symptomatic","Scotland",">= 18 years","general pop",9.6,"6.3",12.9,NA,"omicron","~35.5 weeks",NA,NA,2129,"UK","GBR",500,"GBR",43240,2019,"United Kingdom","Europe & Central Asia","High income",4,"Europe",2021-01-10,2021-06-04,2021-12-23,2020-12-21,2020-12-21,20,165,367,"who","before jan/2021","Jun-Aug/2021","<180","yes","yes","yes",2023-01-11,"symptomatic","2023 (Jan-Jun)","Oxford/AstraZeneca ChAdOx1-S","Vectored","omicron","14/04/2022",2022-04-14
"2076",240,"Cerqueira-Silva","Test-negative case-control","11Jan2023","AZD1222 (AstraZeneca)","included","2","final","60-149","severe disease","severe","Scotland",">= 18 years","general pop",78.8,"31.8",93.4,NA,"omicron","~19 weeks",NA,NA,2130,"UK","GBR",500,"GBR",43240,2019,"United Kingdom","Europe & Central Asia","High income",4,"Europe",2021-01-10,2021-06-04,2021-12-23,2020-12-21,2020-12-21,20,165,367,"who","before jan/2021","Jun-Aug/2021","<180","yes","yes","yes",2023-01-11,"severe","2023 (Jan-Jun)","Oxford/AstraZeneca ChAdOx1-S","Vectored","omicron","14/04/2022",2022-04-14
"2077",240,"Cerqueira-Silva","Test-negative case-control","11Jan2023","AZD1222 (AstraZeneca)","included","2","final","150+","severe disease","severe","Scotland",">= 18 years","general pop",52.8,"33.3",66.7,NA,"omicron","~35.5 weeks",NA,NA,2131,"UK","GBR",500,"GBR",43240,2019,"United Kingdom","Europe & Central Asia","High income",4,"Europe",2021-01-10,2021-06-04,2021-12-23,2020-12-21,2020-12-21,20,165,367,"who","before jan/2021","Jun-Aug/2021","<180","yes","yes","yes",2023-01-11,"severe","2023 (Jan-Jun)","Oxford/AstraZeneca ChAdOx1-S","Vectored","omicron","14/04/2022",2022-04-14
"2078",241,"Gonzalez","Retrospective cohort","19Apr2022","BNT162b2 (Pfizer BioNTech) or mRNA-1273 (Moderna)","included","2","final","14+","hospitalization","severe","Argentina","12-17 years","12-17 years",81,"59.9",90.1,NA,"delta & omicron","~17 weeks",NA,NA,2132,"Argentina","ARG",241,"ARG",11210,2019,"Argentina","Latin America & Caribbean","Upper middle income",3,"South America",2020-12-29,2021-09-18,2022-01-14,2020-12-29,2020-12-29,0,263,381,"equal","before jan/2021","Sep-Nov/2021","180-269","yes","yes","yes",2022-04-19,"severe","2022 (Jan-Jun)","Multiple or heterologous RNA","mRNA","delta/omicron","19/04/2022",2022-04-19
"2079",241,"Gonzalez","Retrospective cohort","19Apr2022","BBIBP-CorV (Beijing CNBG)","included","2","final","14+","hospitalization","severe","Argentina","3-11 years","3-11 years",83.4,"70.9",90.2,NA,"delta & omicron","~9 weeks",NA,NA,2133,"Argentina","ARG",241,"ARG",11210,2019,"Argentina","Latin America & Caribbean","Upper middle income",3,"South America",2020-12-29,2021-09-18,2022-01-14,2020-12-29,2020-12-29,0,263,381,"equal","before jan/2021","Sep-Nov/2021","180-269","yes","yes","yes",2022-04-19,"severe","2022 (Jan-Jun)","Beijing/Sinopharm BBIBP-CorV","Inactivated","delta/omicron","19/04/2022",2022-04-19
"2080",241,"Gonzalez","Retrospective cohort","19Apr2022","BNT162b2 (Pfizer BioNTech) or mRNA-1273 (Moderna)","included","2","final","14+","hospitalization","severe","Argentina","12-17 years","12-17 years",78.2,"42",90.3,NA,"omicron","~25 weeks",NA,NA,2134,"Argentina","ARG",241,"ARG",11210,2019,"Argentina","Latin America & Caribbean","Upper middle income",3,"South America",2020-12-29,2021-09-18,2022-01-14,2020-12-29,2020-12-29,0,263,381,"equal","before jan/2021","Sep-Nov/2021","180-269","yes","yes","yes",2022-04-19,"severe","2022 (Jan-Jun)","Multiple or heterologous RNA","mRNA","omicron","19/04/2022",2022-04-19
"2081",241,"Gonzalez","Retrospective cohort","19Apr2022","BBIBP-CorV (Beijing CNBG)","included","2","final","14+","hospitalization","severe","Argentina","3-11 years","3-11 years",58.6,"4.1",79.7,NA,"omicron","16 weeks",NA,NA,2135,"Argentina","ARG",241,"ARG",11210,2019,"Argentina","Latin America & Caribbean","Upper middle income",3,"South America",2020-12-29,2021-09-18,2022-01-14,2020-12-29,2020-12-29,0,263,381,"equal","before jan/2021","Sep-Nov/2021","180-269","yes","yes","yes",2022-04-19,"severe","2022 (Jan-Jun)","Beijing/Sinopharm BBIBP-CorV","Inactivated","omicron","19/04/2022",2022-04-19
"2082",242,"Eick-Cost","Case-control","20Apr2022","BNT162b2 (Pfizer BioNTech)","excluded","2","final","14+","infection","infection","USA","military personnel","military personnel",87.6,"86.2",88.9,NA,"pre-delta (non-VOC, alpha)","~19 weeks",NA,NA,2136,"USA","USA",242,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"owid","before jan/2021","before Jun/2021","<180","yes","yes","no",2022-04-20,"infection","2022 (Jan-Jun)","BioNTech/Pfizer BNT162b2","mRNA","other combinations",NA,2022-04-20
"2083",242,"Eick-Cost","Case-control","20Apr2022","BNT162b2 (Pfizer BioNTech)","excluded","2","final","14+","asymptomatic infection","asymptomatic","USA","military personnel","military personnel",80.3,"76.5",83.5,NA,"pre-delta (non-VOC, alpha)","~19 weeks",NA,NA,2137,"USA","USA",242,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"owid","before jan/2021","before Jun/2021","<180","yes","yes","no",2022-04-20,"infection","2022 (Jan-Jun)","BioNTech/Pfizer BNT162b2","mRNA","other combinations",NA,2022-04-20
"2084",242,"Eick-Cost","Case-control","20Apr2022","BNT162b2 (Pfizer BioNTech)","excluded","2","final","14+","symptomatic disease","symptomatic","USA","military personnel","military personnel",89.9,"88.4",91.2,NA,"pre-delta (non-VOC, alpha)","~19 weeks",NA,NA,2138,"USA","USA",242,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"owid","before jan/2021","before Jun/2021","<180","yes","yes","no",2022-04-20,"symptomatic","2022 (Jan-Jun)","BioNTech/Pfizer BNT162b2","mRNA","other combinations",NA,2022-04-20
"2085",242,"Eick-Cost","Case-control","20Apr2022","BNT162b2 (Pfizer BioNTech)","excluded","2","final","14+","hospitalization","severe","USA","military personnel","military personnel",88,"75.4",94.1,NA,"pre-delta (non-VOC, alpha)","~19 weeks",NA,NA,2139,"USA","USA",242,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"owid","before jan/2021","before Jun/2021","<180","yes","yes","no",2022-04-20,"severe","2022 (Jan-Jun)","BioNTech/Pfizer BNT162b2","mRNA","other combinations",NA,2022-04-20
